0,1,2,3,4,5,6,7,8,9,10,11
1386a,1411a,1,1,0,1,0,0,1,2,0,0
0458a,1260a,2,0,0,1,0,0,1,4,0,0
1517a,1441b,0,1,0,1,2,0,0,0,0,0
0565a,1365b,2,3,0,0,0,0,0,1,0,0
1229b,1482b,0,0,0,0,0,0,1,2,0,0
1489a,1129b,2,0,0,3,0,0,1,4,1,0
1302a,1424a,1,3,0,3,0,0,1,2,0,0
0565a,1551c,0,3,0,0,0,0,2,1,0,0
1386a,0331b,2,0,0,0,0,0,0,3,0,0
0367a,0372a,1,0,0,3,0,1,0,3,1,0
1305a,1429c,1,1,0,3,0,0,0,0,0,0
1362a,0567b,2,1,0,3,0,0,1,2,1,0
1517a,0538c,0,1,0,1,0,0,2,1,0,0
0458a,1454b,0,0,0,3,0,0,0,0,0,0
0540a,0540c,1,2,1,3,2,1,0,0,0,1
1229b,1237c,1,0,1,1,0,0,0,1,0,0
1446a,1492a,0,0,0,0,0,1,1,2,0,0
1302a,1366a,1,0,0,3,0,1,1,1,0,0
0367a,0560b,2,0,0,0,0,0,1,4,1,0
0577a,1375c,1,3,0,0,0,0,0,1,0,0
0359a,1472c,0,1,0,3,0,0,1,1,0,0
1489a,1303c,2,3,0,3,0,0,0,4,0,0
0577a,1248b,1,0,0,1,0,0,0,1,0,0
1180a,1180b,1,0,0,2,0,0,0,0,1,1
1511b,1511c,1,0,0,1,2,1,1,2,1,1
1362a,1374b,2,0,0,3,0,0,2,2,1,0
1386a,1364a,1,0,0,2,2,0,0,0,0,0
1517a,0307b,1,1,0,1,0,0,1,0,0,0
1134b,1134c,1,3,0,1,0,0,3,2,0,1
0367a,1426b,0,0,0,0,0,1,0,0,0,0
1120a,1453c,0,0,0,3,0,0,0,0,1,0
0458a,1366b,0,1,0,3,0,0,0,2,0,0
1489a,0510c,2,0,0,2,0,1,1,0,0,0
1489a,0576c,1,3,0,2,0,0,0,2,0,0
1446a,1252b,1,1,0,0,0,0,0,1,0,0
0577a,1144b,1,1,0,0,0,0,1,1,0,0
1121a,1531b,0,0,0,0,0,1,1,2,0,0
0367a,0539c,0,0,0,0,0,0,3,4,0,0
1517a,1127a,1,0,0,2,0,0,1,1,0,0
1121a,1334a,1,0,0,3,0,1,0,1,0,0
0577a,1335c,0,0,0,3,0,0,2,0,1,0
0577a,1257a,0,0,0,2,0,1,0,2,0,0
1446a,1425c,0,3,0,2,0,1,1,1,0,0
0359a,1374c,1,1,0,0,0,1,0,1,0,0
0577a,1432a,0,3,0,0,0,1,0,0,0,0
0458a,1528c,2,0,0,3,0,0,1,0,0,0
1121a,1432c,0,1,0,3,0,0,0,1,0,0
0379b,1165b,3,0,0,2,0,0,1,1,0,0
1489a,0593a,2,0,0,3,0,0,3,0,0,0
1386a,1430a,1,0,0,0,0,1,3,0,0,0
0458a,1492c,1,0,0,3,0,1,1,2,0,0
1517a,1237c,0,0,1,1,0,0,0,1,0,0
1305a,1554b,1,0,0,1,0,0,1,1,1,0
1229b,0414c,1,0,0,3,0,0,1,1,0,0
1229b,0345a,1,0,0,3,2,0,0,0,0,0
0458a,1463a,0,0,0,0,0,0,0,1,1,0
1121a,1341a,2,1,0,3,0,0,0,1,0,0
0379b,0483a,1,1,0,3,0,0,0,2,1,0
1121a,1248b,1,0,0,2,0,0,0,1,0,0
0458a,1254c,1,0,0,0,0,0,0,1,0,0
0333b,0333c,1,1,0,1,0,2,0,0,0,1
0331b,1176b,2,3,0,1,0,0,0,2,0,0
1391c,0414b,1,0,0,0,0,1,0,0,0,0
1446a,0319a,1,3,0,3,0,1,0,0,0,0
0458a,1370a,0,0,0,3,2,0,1,1,0,0
0414b,0414c,1,0,0,0,0,1,0,2,0,1
1254c,1330c,0,0,0,2,0,0,0,2,0,0
1362a,1230c,1,3,0,0,0,0,0,2,0,0
0379b,1330c,2,0,0,2,0,0,1,0,0,0
0458a,0596a,0,1,0,3,0,0,0,3,0,0
1454b,1365c,0,1,0,2,0,0,0,2,0,0
0458a,1394a,0,0,0,3,0,0,0,1,1,0
1391c,0381a,1,1,0,3,0,0,1,2,0,0
0317a,0317c,1,1,0,0,2,2,0,1,1,1
0379b,1134a,1,1,0,3,0,0,1,3,0,0
1386a,1433c,0,3,0,0,0,0,1,3,0,0
0331b,1257b,0,3,0,0,0,0,0,3,0,0
1386a,1129c,0,1,0,3,0,0,0,1,0,0
1229b,1227b,2,0,0,0,0,1,0,2,0,0
1305a,0538a,1,0,1,3,0,0,1,4,0,0
0359a,0600a,0,0,0,0,0,1,0,1,0,0
0331b,0592b,2,1,0,1,0,0,0,2,0,0
0565a,1495b,1,0,0,1,0,1,0,1,0,0
1489a,0562a,1,0,0,0,0,0,1,4,0,0
1121a,1483b,1,3,0,3,0,0,0,0,0,0
0359a,1468a,1,0,0,2,0,0,0,2,0,0
1229b,1255a,0,0,0,3,0,0,1,2,1,0
1229b,1302a,1,0,0,0,0,0,0,2,0,0
1302a,1445c,0,0,0,3,0,1,0,0,0,0
1362a,0313c,3,0,0,0,0,0,1,1,1,0
0565a,0562a,2,0,0,0,0,0,0,3,0,0
1121a,1230a,2,0,0,3,0,0,0,2,0,0
1305a,0539b,2,0,0,0,2,0,0,2,0,0
1391c,1528c,2,0,0,3,0,0,1,1,0,0
0458a,0307a,0,1,0,3,0,0,1,4,0,0
1521a,1521b,1,1,0,3,2,0,2,2,0,1
0331b,1137c,1,1,0,3,0,0,0,3,0,0
1305a,0434b,0,3,0,0,0,0,0,0,0,0
1391c,1134a,0,1,0,3,0,0,0,1,0,0
1120a,1146b,0,1,0,0,0,1,1,1,0,0
0359a,1360b,0,1,0,0,0,0,0,0,0,0
1305a,0565c,1,0,0,1,0,0,0,1,0,0
0577a,1463b,1,0,0,3,0,1,0,0,0,0
1362a,1091b,2,0,0,3,0,0,2,1,1,0
1305a,1446b,0,0,0,1,0,0,0,2,0,0
1454b,1461c,0,3,0,0,0,1,1,3,0,0
0331b,0600a,1,0,0,0,0,1,0,3,0,0
1446a,1320a,0,0,0,0,0,1,1,1,0,0
1360b,1360c,2,1,0,2,1,0,1,1,1,1
0359a,1424c,1,0,0,3,0,0,1,1,1,0
1517a,0374b,1,3,0,2,0,0,0,1,0,0
1254c,1450b,1,1,0,3,0,1,1,2,0,0
1254c,1144c,0,0,0,2,0,1,1,1,0,0
0359a,1370c,1,0,0,1,0,0,1,1,0,0
1302a,1123c,1,3,0,0,0,0,1,4,0,0
1254c,1441a,0,0,0,1,0,0,1,0,0,0
0565a,0515a,1,0,0,0,0,0,1,1,1,0
1254c,1231c,0,3,0,3,0,0,0,2,0,0
0367a,0579a,1,1,0,3,0,0,0,3,0,0
1229b,1127b,2,0,0,3,0,0,1,2,0,0
1362a,1510c,1,0,0,2,0,0,0,3,0,0
0379b,1174a,2,0,0,1,0,1,0,1,0,0
1375b,1375a,0,4,0,2,0,0,0,0,0,1
0458a,1352c,0,1,0,0,0,0,0,2,0,0
0379b,1341c,1,0,0,2,0,0,1,1,0,0
1446a,0515a,0,0,0,0,0,0,1,0,1,0
1391c,0445a,0,1,0,0,2,0,1,2,0,0
0565a,1227b,1,0,0,0,0,1,1,3,0,0
0367a,1364b,1,0,0,3,0,0,1,3,0,0
0458a,1492b,0,1,0,0,0,0,1,0,0,0
1229b,1488a,0,0,0,3,0,1,0,2,0,0
0367a,0491b,0,0,0,0,0,1,1,4,0,0
0577a,1289a,0,0,0,0,0,1,0,2,0,0
0367a,0338b,0,0,0,3,0,1,0,1,0,0
1121a,1433a,0,1,0,3,0,0,1,1,0,0
1489a,1393b,1,0,0,0,2,0,0,3,0,0
0331b,1448c,0,3,0,3,0,0,1,1,0,0
1362a,0477a,1,0,0,2,0,1,0,0,0,0
1302a,1394a,0,0,0,0,0,0,1,1,1,0
1302a,0449c,1,1,0,0,0,1,0,0,0,0
1489a,1442c,0,0,0,3,2,0,0,2,1,0
1386a,1236a,2,1,0,3,0,0,0,0,0,0
1386a,1146a,1,3,0,0,0,0,1,3,0,0
1254c,0307a,1,1,0,3,0,0,1,3,0,0
1386a,1451a,0,3,0,3,0,0,0,1,0,0
1517a,1123c,1,3,0,2,0,0,1,2,0,0
1453a,1453c,1,0,0,3,0,0,0,2,1,1
1362a,1129b,0,0,0,3,0,0,1,4,1,0
0577a,0461b,0,0,0,0,0,0,2,1,1,0
1446a,0552c,0,1,0,3,0,0,1,0,0,0
1446a,0550a,2,3,0,0,0,0,1,2,0,0
0331b,0367b,2,0,0,0,0,0,1,2,0,0
1362a,1545a,3,0,0,3,0,0,1,2,0,0
0359a,1231a,1,1,0,0,0,0,1,2,0,0
1229b,1153c,1,0,0,3,1,0,0,1,0,0
0458a,1488c,1,1,0,0,0,0,1,1,0,0
1120a,0449c,1,1,0,0,0,1,0,2,0,0
0458a,1329b,1,0,0,3,0,0,2,0,0,0
0577a,1146a,2,3,0,0,0,0,1,1,0,0
1446a,1446b,0,0,0,2,0,0,1,0,0,1
1121a,1131a,1,0,0,2,0,1,0,1,0,0
1391c,0552a,0,0,0,0,0,0,0,1,1,0
0359a,1460b,0,1,0,3,0,0,1,1,0,0
1454b,1171b,0,3,0,0,0,1,0,3,0,0
1120a,0306b,0,0,1,1,0,0,0,0,0,0
1121a,0537a,1,0,0,0,0,0,2,0,0,0
1362a,1127c,1,3,0,3,0,0,0,2,0,0
0565a,1517c,1,1,0,3,0,0,0,3,0,0
1121a,1237a,0,0,1,2,0,0,0,0,0,0
1362a,0379c,1,0,0,1,0,0,0,3,0,0
1305a,1245c,0,1,0,3,0,0,1,4,0,0
0565a,0560c,1,0,0,3,0,1,0,1,0,0
0873a,0873b,1,2,2,1,2,0,3,3,0,1
0359a,1531a,0,1,0,0,0,1,0,1,0,0
0565a,1289c,1,0,0,0,0,0,0,3,0,0
0379b,0565b,1,0,0,0,0,0,1,0,0,0
1120a,1234a,1,3,0,0,0,0,0,1,0,0
1254c,1481c,1,0,0,3,0,1,1,1,0,0
1302a,1429b,0,0,0,3,2,0,0,1,1,0
0565a,0445b,1,0,0,0,0,1,0,0,1,0
1362a,0345a,3,0,0,3,2,0,0,2,0,0
0331b,1445b,1,0,0,2,0,0,0,0,0,0
1362a,1411c,3,0,0,0,0,1,0,2,0,0
1305a,1137c,1,1,0,3,0,0,0,3,0,0
1454b,1320b,1,0,0,3,0,1,1,0,0,0
1254c,1433a,1,1,0,0,0,0,0,1,0,0
1305a,1413c,0,3,0,3,0,0,1,2,0,0
0359a,1164c,1,0,0,3,0,1,0,0,0,0
0565a,0539b,1,0,0,3,2,0,1,1,0,0
0458a,0531a,0,1,0,1,0,0,1,3,0,0
0331b,1284c,0,0,0,0,0,1,1,2,0,0
0458a,0333b,0,0,0,0,0,1,0,1,0,0
1229b,1267c,0,1,0,3,0,0,0,1,1,0
1305a,1230a,1,0,0,0,0,0,0,3,0,0
0367a,1450b,0,1,0,3,0,1,0,1,0,0
1305a,0424c,1,0,0,0,0,0,3,3,0,0
1391c,0321c,0,0,0,2,0,0,1,1,0,0
1391c,0552c,1,1,0,0,0,0,1,1,0,0
1446a,0472a,2,0,0,0,0,1,1,2,0,0
1391c,0597b,0,3,0,3,0,1,1,2,0,0
1229b,1543b,1,0,0,1,0,0,1,2,0,0
1446a,0579c,1,0,0,3,0,0,0,2,1,0
1229b,1483a,1,0,0,0,0,1,0,1,0,0
1517a,0349b,2,0,0,2,0,0,3,1,0,0
1489a,1517b,0,0,0,0,0,0,0,3,0,0
0379b,1362b,1,0,0,3,0,0,0,1,0,0
1120a,1565a,0,3,0,0,0,0,0,1,0,0
1305a,0366a,1,3,0,3,0,0,0,3,0,0
1302a,0411b,1,1,0,2,0,0,0,1,0,0
1229b,1335c,1,0,0,0,0,0,2,1,1,0
0359a,1153a,2,0,0,1,0,0,0,2,0,0
0331b,1433b,0,0,0,3,2,0,0,1,0,0
0458a,1463b,1,0,0,3,0,1,1,1,0,0
1120a,0503a,0,0,0,3,0,1,0,0,0,0
1229b,1460b,1,1,0,0,0,0,1,1,0,0
1386a,0458a,1,0,0,0,0,0,1,3,0,0
0379b,1455a,0,0,0,0,0,0,1,1,0,0
1489a,1144b,0,1,0,3,0,0,1,2,0,0
1229b,1393a,1,3,0,3,0,0,0,2,0,0
1320b,1320c,1,1,0,0,0,1,0,3,0,1
1386a,1472c,1,1,0,3,0,0,1,2,0,0
1121a,1520c,0,0,0,0,1,0,0,0,0,0
0577a,1534c,1,0,0,0,0,1,0,2,0,0
0565a,1458b,1,0,0,3,0,0,0,1,1,0
0367a,0318c,1,1,0,3,0,0,0,0,0,0
0577a,0557c,1,0,0,0,0,1,0,1,1,0
0331b,0560a,1,3,0,0,2,0,0,3,0,0
1393a,1393c,1,0,0,0,0,0,1,2,0,1
1121a,1554b,0,0,0,2,0,0,1,0,1,0
0577a,0373a,1,1,0,0,2,0,0,1,0,0
1517a,1531c,1,0,0,1,0,1,1,0,0,0
0565a,1375c,1,3,0,3,0,0,1,1,0,0
1254c,1490b,0,1,0,3,0,1,1,1,0,0
1367a,1367b,1,1,1,0,0,1,3,1,0,1
1489a,0331b,2,0,0,3,0,0,0,0,0,0
1454b,1545a,2,0,0,3,0,0,0,2,0,0
0458a,1382b,0,0,0,0,2,0,1,0,0,0
1489a,1135b,2,0,0,3,0,1,1,1,0,0
1391c,1289b,1,3,0,3,0,0,1,1,0,0
1489a,0560a,1,3,0,3,2,0,0,3,0,0
1120a,1237b,1,1,0,2,0,0,0,2,0,0
0458a,1448b,1,1,0,3,0,0,0,1,0,0
0544a,0544c,1,3,0,3,0,0,2,1,0,1
0379b,1129a,0,0,0,0,0,0,3,2,0,0
0458a,0337a,0,0,0,3,0,0,2,2,1,0
1391c,0351c,1,1,0,0,0,0,0,1,0,0
0359a,1300c,1,0,0,0,0,0,1,1,0,0
1446a,0456c,1,1,0,3,0,1,1,1,0,0
1489a,1165b,1,0,0,1,0,0,1,2,0,0
1386a,1255a,0,0,0,0,0,0,1,3,1,0
1120a,1144c,1,0,0,1,0,1,0,2,0,0
1229b,0337a,1,0,0,0,0,0,3,0,1,0
1362a,1483b,0,3,0,3,0,0,0,1,0,0
1254c,0459b,1,1,0,0,0,1,0,2,0,0
0550a,0550b,0,4,0,3,0,0,0,4,0,1
1254c,1460b,1,1,0,3,0,0,0,2,0,0
1229b,1442b,1,1,0,0,0,0,1,2,0,0
1386a,1554a,1,0,0,2,0,1,0,2,0,0
0577a,0565c,0,0,0,1,0,0,0,0,0,0
1446a,1309b,1,1,0,0,0,0,1,2,0,0
0331b,1314a,2,0,0,1,0,1,0,4,0,0
1517a,1146b,0,1,0,2,0,1,1,1,0,0
1362a,0536a,1,0,0,3,0,1,0,4,0,0
0367a,0319a,0,3,0,0,0,1,1,2,0,0
1391c,1137c,0,1,0,3,0,0,1,2,0,0
1386a,0539b,2,0,0,0,2,0,0,1,0,0
0331b,0349b,3,0,0,3,0,0,3,1,0,0
0359a,0477a,0,0,0,1,0,1,0,2,0,0
1517a,1417b,1,3,0,1,0,1,0,1,0,0
0331b,0373b,1,0,0,1,0,1,0,0,1,0
1362a,1448b,2,1,0,0,0,0,1,1,0,0
1302a,1305b,0,0,0,3,0,0,1,2,0,0
0367a,0445a,0,1,0,0,2,0,0,1,0,0
1489a,1534b,0,0,0,0,0,0,1,1,0,0
1121a,0367b,1,0,0,3,0,0,1,1,0,0
0331b,0411c,1,0,0,3,0,1,0,4,0,0
0359a,1455a,1,0,0,0,0,0,1,0,0,0
0565a,1497b,0,0,0,3,2,0,0,1,1,0
0565a,0354b,1,0,0,3,0,1,0,3,0,0
1386a,1127c,1,3,0,0,0,0,0,1,0,0
0359a,1461c,0,3,0,3,0,1,0,1,0,0
1120a,1204a,2,1,0,3,0,0,1,2,0,0
1229b,0381c,0,3,0,0,0,1,0,0,0,0
1229b,1454a,1,3,0,0,0,0,1,1,0,0
1362a,1416b,1,1,0,3,0,0,1,2,0,0
0367a,1173c,1,1,0,3,2,0,0,2,0,0
1121a,1458a,2,0,0,0,0,0,1,0,0,0
0379b,1365c,1,1,0,1,0,0,1,1,0,0
1391c,0600b,2,0,0,3,0,0,1,0,0,0
1446a,1201a,1,0,0,3,0,0,1,1,0,0
1446a,1433a,1,1,0,3,0,0,0,2,0,0
0577a,1296c,1,0,0,3,2,0,1,1,0,0
0379b,1207c,0,0,0,1,0,0,1,1,1,0
0458a,1481c,0,0,0,3,0,1,1,0,0,0
0379b,1416b,1,1,0,0,0,0,1,1,0,0
0367a,1230a,2,0,0,0,0,0,0,1,0,0
1454b,1413b,2,0,0,3,0,1,1,2,0,0
1391c,1334a,1,0,0,0,0,1,1,1,0,0
0577a,1545b,0,0,0,0,2,0,0,0,0,0
1377b,1377c,2,0,1,2,1,1,1,3,0,1
1517a,1512b,0,1,0,1,0,0,0,2,0,0
1489a,0367a,1,0,0,3,0,0,0,4,0,0
0458a,1429c,2,1,0,3,0,0,1,0,0,0
1454b,0451a,0,0,0,3,0,1,1,0,0,0
0577a,0449c,1,1,0,3,0,1,0,1,0,0
1391c,1565a,0,3,0,3,0,0,1,0,0,0
1454b,0424c,0,0,0,3,0,0,2,3,0,0
0577a,1492b,0,1,0,0,0,0,0,1,0,0
0379b,1565a,1,3,0,3,0,0,0,2,0,0
1446a,1432c,1,1,0,3,0,0,1,0,0,0
0379b,1433b,0,0,0,3,2,0,0,2,0,0
0458a,1520c,0,0,0,3,1,0,1,1,0,0
1391c,1455a,1,0,0,0,0,0,0,1,0,0
1341b,1341c,0,3,0,2,0,1,1,2,0,1
0331b,1534a,1,0,0,1,0,1,1,3,0,0
1302a,1336a,2,0,0,1,0,0,0,0,0,0
1454b,1468b,1,0,0,1,0,0,0,3,0,0
1512b,1512c,0,1,0,1,0,0,1,3,0,1
0458a,0492a,1,3,0,1,0,0,1,4,0,0
0331b,0419a,3,0,0,1,0,0,0,1,0,0
1386a,1366c,1,0,0,0,0,0,1,2,1,0
0458a,1531a,0,1,0,0,0,1,1,3,0,0
1391c,0354b,1,0,0,0,0,1,0,3,0,0
0359a,1378b,1,0,0,3,0,0,1,1,0,0
1362a,1417b,0,3,0,3,0,1,0,3,0,0
0577a,0367c,1,0,0,3,0,0,0,0,0,0
1362a,1411b,0,0,0,0,0,1,1,1,0,0
1489a,1362b,1,0,0,0,0,0,0,4,0,0
1489a,0419a,1,0,0,2,0,0,0,1,0,0
0577a,0445a,0,1,0,0,2,0,0,2,0,0
1121a,1371c,0,0,0,3,0,1,2,2,0,0
0331b,0492c,1,1,0,1,0,1,0,1,0,0
1229b,1248b,2,0,0,2,0,0,0,2,0,0
0367a,1362c,1,1,0,0,0,0,0,2,0,0
1254c,1472c,1,1,0,3,0,0,0,0,0,0
1302a,1164c,1,0,0,0,0,1,0,2,0,0
1446a,0396b,1,0,1,2,0,0,0,1,0,0
0565a,1362b,0,0,0,0,0,0,1,3,0,0
1454b,0532c,0,1,0,0,0,1,1,2,0,0
1302a,1260c,1,1,0,3,0,0,1,1,0,0
0359a,0477b,0,0,0,1,0,1,0,0,0,0
0577a,1540b,1,0,0,0,0,0,1,2,0,0
1302a,1490b,1,1,0,0,0,1,0,2,0,0
1454b,1543a,1,0,0,3,0,0,1,4,0,0
0331b,1453b,0,0,0,3,0,0,1,2,0,0
1121a,0402b,1,3,0,0,0,0,1,1,0,0
1120a,1201a,2,0,0,3,0,0,2,1,0,0
1120a,1309b,0,1,0,0,0,0,0,2,0,0
1362a,1039c,1,3,0,3,0,0,3,1,0,0
0379b,1135b,0,0,0,0,0,1,1,2,0,0
0379b,1448c,0,3,0,3,0,0,1,2,0,0
0496c,0496a,0,0,0,3,0,1,1,1,0,1
0331b,1135b,0,0,0,0,0,1,1,1,0,0
1489a,0531b,1,1,0,0,0,1,0,2,0,0
0367a,0539a,0,3,0,3,0,0,1,2,0,0
0367a,0424c,0,0,0,0,0,0,3,1,0,0
1386a,1445a,1,0,0,3,0,0,0,0,0,0
1121a,1429c,2,1,0,0,0,0,0,1,0,0
0379b,0896a,0,0,0,1,0,1,0,0,0,0
1517a,1366a,1,0,0,1,0,1,1,1,0,0
0379b,1119c,1,0,0,3,0,0,1,1,1,0
1517a,0431c,0,1,0,1,0,0,2,1,0,0
1391c,0366a,0,3,0,3,0,0,1,2,0,0
1120a,0319c,0,1,1,3,0,0,0,0,0,0
0458a,0321b,1,1,0,3,0,0,0,4,0,0
0331b,0350b,1,0,0,3,0,1,1,4,0,0
1305a,0555c,2,1,0,1,0,0,0,4,0,0
0577a,1180b,1,0,0,0,0,0,1,0,1,0
1517a,1222c,2,0,0,1,0,0,1,0,1,0
1489a,1274a,0,0,0,2,0,0,0,3,0,0
1446a,1494a,0,1,0,2,0,0,1,1,0,0
1386a,0550a,2,3,0,3,0,0,0,3,0,0
1454b,1204a,2,1,0,3,0,0,0,0,0,0
1254c,0503b,1,0,0,1,0,0,0,0,0,0
1305a,0575c,1,0,0,1,0,1,0,0,0,0
1386a,1510c,1,0,0,1,0,0,0,0,0,0
1302a,1448b,1,1,0,0,0,0,1,1,0,0
1362a,0366a,1,3,0,0,0,0,0,3,0,0
1517a,1129b,1,0,0,1,0,0,1,2,1,0
1517a,0306a,1,0,0,1,0,0,0,1,0,0
1489a,1334a,2,0,0,3,0,1,0,2,0,0
0367a,0335c,1,0,0,0,0,1,1,1,0,0
0379b,1448b,2,1,0,3,0,0,1,2,0,0
0577a,0552b,0,1,0,3,0,0,0,1,0,0
1121a,1149a,1,0,0,3,0,1,1,0,0,0
1120a,1534a,0,0,0,2,0,1,1,1,0,0
1302a,0414b,1,0,0,3,0,1,1,1,0,0
1416b,1416a,1,1,0,3,0,1,1,2,0,1
1386a,1517a,1,0,0,1,0,0,0,1,0,0
0379b,1432c,1,1,0,0,0,0,0,1,0,0
1305a,1365a,2,3,0,3,0,1,0,3,0,0
1386a,0538b,0,0,0,3,0,1,2,2,0,0
0451b,0451c,1,1,0,2,2,0,1,0,0,1
1121a,1554c,1,1,0,0,0,0,1,0,0,0
1254c,0496d,1,0,0,1,0,0,1,0,1,0
0577a,1378c,1,0,0,3,0,1,0,1,0,0
1302a,0565a,0,0,0,0,0,0,1,1,0,0
0565a,1475b,1,0,1,0,0,0,1,2,0,0
1391c,0367b,1,0,0,0,0,0,0,1,0,0
0577a,0597c,1,3,0,0,0,0,1,0,0,0
0367a,0472c,0,0,0,1,0,0,3,2,0,0
1483a,1483c,1,0,0,2,2,2,0,2,1,1
0525a,0525b,1,1,1,3,0,1,1,2,1,1
1302a,0334a,0,1,0,3,0,1,0,0,0,0
1362a,0600b,3,0,0,0,0,0,0,1,0,0
1421a,1421b,2,1,0,3,0,0,1,1,1,1
1305a,0445a,1,1,0,0,2,0,0,3,0,0
0577a,0334a,0,1,0,0,0,1,0,1,0,0
1386a,0345a,1,0,0,0,2,0,0,1,0,0
0359a,1482a,0,3,0,3,0,0,3,1,0,0
1358a,1358c,1,3,0,0,1,1,1,3,0,1
0458a,0539c,0,0,0,0,0,0,2,0,0,0
0379b,0333b,1,0,0,0,0,1,1,2,0,0
1391c,0307c,1,0,0,1,0,0,1,2,0,0
1362a,1137a,2,0,0,3,0,1,0,1,0,0
1386a,1344a,0,0,0,0,0,1,0,0,0,0
1517a,1446c,1,0,0,2,0,0,0,1,0,0
1120a,1149b,0,3,0,0,0,0,1,2,0,0
1121a,1305b,0,0,0,3,0,0,1,1,0,0
0577a,1426b,0,0,0,0,0,1,0,3,0,0
0577a,1245c,1,1,0,3,0,0,1,3,0,0
1305a,1096a,1,0,0,1,0,1,0,4,0,0
0577a,0539b,1,0,0,0,2,0,0,1,0,0
0331b,1543c,2,0,0,1,0,0,0,2,1,0
1302a,1237b,1,1,0,2,0,0,0,0,0,0
0565a,1328b,1,1,0,3,0,0,2,1,0,0
0474b,0474c,1,3,0,3,0,1,0,2,0,1
0565a,1378b,1,0,0,0,0,0,0,2,0,0
0600b,0600c,3,0,0,0,0,0,1,1,0,1
1386a,0555b,0,0,0,0,1,0,0,1,0,0
1362a,0434b,2,3,0,3,0,0,0,0,0,0
1120a,1336c,2,0,0,3,0,1,0,2,0,0
1454b,1520c,0,0,0,0,1,0,1,1,0,0
1454b,1330b,0,1,0,0,0,0,1,4,0,0
1121a,0571b,2,0,0,3,0,0,0,1,0,0
1305a,0515a,0,0,0,3,0,0,2,2,1,0
0379b,0477a,1,0,0,1,0,1,0,3,0,0
0379b,0432c,0,0,0,0,0,0,2,3,0,0
1386a,0477b,1,0,0,1,0,1,0,1,0,0
1517a,1344b,1,3,0,2,0,0,0,0,0,0
0331b,1123c,0,3,0,3,0,0,1,4,0,0
0359a,0560c,1,0,0,0,0,1,1,2,0,0
1254c,1455c,1,0,0,3,0,0,0,2,0,0
0331b,1445a,3,0,0,3,0,0,0,3,0,0
1446a,0337a,1,0,0,0,0,0,2,0,1,0
0367a,1426c,1,1,0,0,0,1,1,2,0,0
1121a,0314b,2,1,0,3,0,0,0,1,0,0
1517a,1245c,1,1,0,2,0,0,1,2,0,0
1391c,0367a,0,0,0,0,0,0,1,3,0,0
0577a,1393b,0,0,0,3,2,0,0,2,0,0
0565a,1425c,1,3,0,2,0,1,1,0,0,0
0577a,0411b,1,1,0,1,0,0,0,0,0,0
1391c,1180a,0,0,0,2,0,0,0,0,0,0
0577a,1481b,0,0,0,1,0,0,1,1,0,0
1565b,1565c,0,0,0,3,2,0,2,0,0,1
1305a,0544b,1,0,0,3,0,1,0,0,0,0
1229b,1364c,1,1,0,3,0,0,1,1,0,0
0379b,1398c,1,0,0,0,0,0,2,2,1,0
1489a,1402a,1,0,0,2,0,1,0,3,0,0
0359a,0411c,0,0,0,3,0,1,0,2,0,0
1386a,1219a,2,0,0,1,0,1,0,3,0,0
0359a,1119b,1,0,0,3,0,1,0,1,0,0
0522b,0522c,1,0,2,2,2,0,0,1,0,1
0331b,1545c,1,0,0,3,0,1,0,1,0,0
1446a,0431c,1,1,0,3,0,0,1,1,0,0
1454b,1547b,0,1,0,2,0,1,1,2,0,0
1454b,0411b,1,1,0,2,0,0,1,1,0,0
0577b,0577c,1,0,1,2,0,1,1,2,0,1
1446a,1445a,1,0,0,0,0,0,1,1,0,0
1305a,0414c,1,0,0,0,0,0,1,3,0,0
1254c,1365b,1,3,0,3,0,0,0,1,0,0
1120a,1153c,0,0,0,3,1,0,0,1,0,0
1305a,1445b,1,0,0,2,0,0,0,0,0,0
1254c,0414a,2,1,0,0,0,0,1,1,0,0
1386a,1344c,2,0,0,3,0,0,1,1,0,0
0577a,1517a,0,0,0,1,0,0,0,1,0,0
1391c,1129c,1,1,0,3,0,0,1,1,0,0
0331b,0532b,1,0,0,3,2,0,0,1,1,0
1127b,1127c,1,3,0,0,0,0,1,2,0,1
1229b,1300c,2,0,0,3,0,0,1,1,0,0
1454b,1495b,1,0,0,1,0,1,0,0,0,0
1489a,1565a,1,3,0,0,0,0,0,1,0,0
1489a,1352b,1,0,0,0,0,0,2,1,0,0
1302a,0532b,0,0,0,0,2,0,0,1,1,0
1517a,1119b,1,0,0,2,0,1,0,1,0,0
1305a,1498a,1,0,0,1,0,0,1,2,0,0
1229b,0374c,1,0,0,0,0,0,3,2,0,0
1386a,0402b,2,3,0,3,0,0,1,1,0,0
0458a,1236a,1,1,0,3,0,0,1,3,0,0
1305a,0374c,1,0,0,3,0,0,3,0,0,0
1120a,1305c,1,0,0,0,0,0,0,1,0,0
1362a,0432a,0,1,0,0,0,0,1,2,0,0
1517a,1463a,0,0,0,1,0,0,1,1,1,0
1302a,0492a,1,3,0,2,0,0,0,4,0,0
1517a,1171b,0,3,0,2,0,1,1,1,0,0
0577a,1149a,1,0,0,0,0,1,1,0,0,0
1454b,1341b,0,3,0,3,0,1,1,2,0,0
0331b,0536a,1,0,0,0,0,1,0,4,0,0
1305a,0451a,1,0,0,0,0,1,0,0,0,0
